dr_no,crm_cd,crm_cd_desc,date_occ,lat,lon
201316632,623,BATTERY POLICE (SIMPLE),2020-09-07T00:00:00.000,34.0075,-118.2775
201317596,626,INTIMATE PARTNER - SIMPLE ASSAULT,2020-09-26T00:00:00.000,34.0131,-118.274
201313097,210,ROBBERY,2020-06-29T00:00:00.000,34.005,-118.2784
201316253,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2020-08-30T00:00:00.000,34.0035,-118.2691
201316164,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2020-08-29T00:00:00.000,34.0075,-118.2775
201320966,626,INTIMATE PARTNER - SIMPLE ASSAULT,2020-12-07T00:00:00.000,34.0247,-118.2682
201318596,330,BURGLARY FROM VEHICLE,2020-10-17T00:00:00.000,34.0228,-118.2729
210312183,440,THEFT PLAIN - PETTY ($950 & UNDER),2020-03-26T00:00:00.000,34.0261,-118.2882
201317313,626,INTIMATE PARTNER - SIMPLE ASSAULT,2020-09-21T00:00:00.000,34.0057,-118.2697
201319338,626,INTIMATE PARTNER - SIMPLE ASSAULT,2020-10-31T00:00:00.000,34.0203,-118.2674
201318442,624,BATTERY - SIMPLE ASSAULT,2020-10-07T00:00:00.000,34.0047,-118.2746
202013269,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2020-08-08T00:00:00.000,34.0423,-118.3043
201313733,220,ATTEMPTED ROBBERY,2020-07-10T00:00:00.000,34.0111,-118.277
201320678,440,THEFT PLAIN - PETTY ($950 & UNDER),2020-11-30T00:00:00.000,34.0038,-118.2718
201316486,624,BATTERY - SIMPLE ASSAULT,2020-09-04T00:00:00.000,34.0252,-118.2685
201321028,626,INTIMATE PARTNER - SIMPLE ASSAULT,2020-12-08T00:00:00.000,34.0104,-118.2716
201318962,310,BURGLARY,2020-10-23T00:00:00.000,34.0233,-118.2697
201315587,434,FALSE IMPRISONMENT,2020-05-01T00:00:00.000,34.0083,-118.2719
201311466,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2020-05-22T00:00:00.000,34.0029,-118.274
202007300,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),2020-03-07T00:00:00.000,34.0385,-118.2878
202015838,626,INTIMATE PARTNER - SIMPLE ASSAULT,2020-10-13T00:00:00.000,34.0419,-118.2916
201316930,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2020-09-12T00:00:00.000,34.0065,-118.274
202004061,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2020-01-01T00:00:00.000,34.0414,-118.2934
201312773,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2020-06-18T00:00:00.000,34.022,-118.277
202000668,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2020-07-22T00:00:00.000,34.04,-118.3008
